=== Overnight batch started at Sun Mar  1 07:06:37 CET 2026 ===

=== Phase 1: Blender pipeline ===
    62 characters, 5 poses each, 5 angles, flat style, with layers
    Started at Sun Mar  1 07:06:37 CET 2026

INFO pipeline.pose_applicator: Indexed 180 Turn W_ Briefcase (1).fbx: 69 frames, 4 keyframes sampled
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
[15/61] Ch22_nonPBR — hiding 18 accessories: ['arissa:Weapons_Geo', 'arissa:Cloak_Geo', 'Elvis_EyesAnimGeo', 'Elvis_MouthAnimGeo', 'Elvis_BrowsAnimGeo', 'MaleBruteA_Eyes', 'MaleBruteA_Earrings', 'MaleBruteA_Moustaches', 'BattleAxe_GEO', 'Ch02_Eyelashes', 'Ch02_Hair', 'Ch07_Eyelashes', 'Ch07_Hair', 'Ch17_Helmet', 'Ch17_Eyelashes', 'Ch21_Eyelasshes', 'Ch22_Hair', 'Ch22_Eyelashes']
[15/61] Ch22_nonPBR — mapping bones...
[15/61] Ch22_nonPBR WARNING: 2 unmapped bones: ['mixamorig2:LeftLeg', 'mixamorig2:RightLeg']
    rendering flat (front)...
    rendering flat (three_quarter)...
    rendering flat (side)...
    rendering flat (three_quarter_back)...
    rendering flat (back)...
[15/61] Ch22_nonPBR — t_pose (1/5) OK (5 images)
    rendering flat (front)...
    rendering flat (three_quarter)...
    rendering flat (side)...
    rendering flat (three_quarter_back)...
    rendering flat (back)...
[15/61] Ch22_nonPBR — a_pose (2/5) OK (5 images)
FBX version: 7700
[15/61] Ch22_nonPBR — 180_turn_w__briefcase_(1)_frame_01 (3/5) FAILED
FBX version: 7700
[15/61] Ch22_nonPBR — hip_hop_dancing_(12)_frame_83 (4/5) FAILED
FBX version: 7700
[15/61] Ch22_nonPBR — samba_dancing_(1)_frame_01 (5/5) FAILED
[15/61] Ch22_nonPBR — extracting weights...
[15/61] Ch22_nonPBR — extracting measurements...
[15/61] Ch22_nonPBR — saving metadata...
[15/61] Ch22_nonPBR DONE — 2 OK, 3 failed, 0 skipped (74.4s)
[16/61] Importing Ch24_nonPBR...
FBX version: 7700
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
[16/61] Ch24_nonPBR — hiding 18 accessories: ['arissa:Weapons_Geo', 'arissa:Cloak_Geo', 'Elvis_EyesAnimGeo', 'Elvis_MouthAnimGeo', 'Elvis_BrowsAnimGeo', 'MaleBruteA_Eyes', 'MaleBruteA_Earrings', 'MaleBruteA_Moustaches', 'BattleAxe_GEO', 'Ch02_Eyelashes', 'Ch02_Hair', 'Ch07_Eyelashes', 'Ch07_Hair', 'Ch17_Helmet', 'Ch17_Eyelashes', 'Ch21_Eyelasshes', 'Ch22_Hair', 'Ch22_Eyelashes']INFO pipeline.importer: Imported Ch30_nonPBR: armature=Armature, meshes=21
INFO pipeline.accessory_detector: Hiding accessory: arissa:Weapons_Geo (reasons: ['name_match'])
INFO pipeline.accessory_detector: Hiding accessory: arissa:Cloak_Geo (reasons: ['name_match'])
INFO pipeline.accessory_detector: Hiding accessory: Elvis_EyesAnimGeo (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Elvis_MouthAnimGeo (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Elvis_BrowsAnimGeo (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: MaleBruteA_Eyes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: MaleBruteA_Earrings (reasons: ['name_match'])
INFO pipeline.accessory_detector: Hiding accessory: MaleBruteA_Moustaches (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: BattleAxe_GEO (reasons: ['name_match'])
INFO pipeline.accessory_detector: Hiding accessory: Ch02_Eyelashes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch02_Hair (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch07_Eyelashes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch07_Hair (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch17_Helmet (reasons: ['name_match'])
INFO pipeline.accessory_detector: Hiding accessory: Ch17_Eyelashes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch21_Eyelasshes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch22_Hair (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch22_Eyelashes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch28_Eyelashes (reasons: ['weak_skinning'])
INFO pipeline.accessory_detector: Hiding accessory: Ch28_Hair (reasons: ['weak_skinning'])
INFO pipeline.bone_mapper: Bone mapping for Ch30_nonPBR: 65/65 mapped (exact=65, alias=0, prefix=0, substring=0, fuzzy=0, override=0), 0 unmapped
INFO pipeline.renderer: Created 20 segmentation materials
INFO pipeline.pose_applicator: Applied T-pose
INFO pipeline.renderer: Assigned 18478 faces across 18 regions on mesh 'Ch30'
INFO pipeline.renderer: Camera setup: azimuth=0°, ortho_scale=1.717, center=(0.12, 0.70), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
50:07.813  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpu22phakr.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpu22phakr.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch30_nonPBR_pose_00.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (8 visible, 11 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 18 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 17 region layers for Ch30_nonPBR_pose_00
50:08.287  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpv5bfely8.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpv5bfely8.png
50:08.672  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp3t8fs6ea.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp3t8fs6ea.png
50:09.054  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2__wbtd8.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2__wbtd8.png
50:09.437  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpszzi1nyr.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpszzi1nyr.png
50:09.815  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa6h7dism.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa6h7dism.png
50:10.199  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpet_jfamk.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpet_jfamk.png
50:10.573  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpnf3kxfux.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpnf3kxfux.png
50:10.958  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp4f4mpf93.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp4f4mpf93.png
50:11.340  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpdc3pfdjh.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpdc3pfdjh.png
50:11.722  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprx2yovtc.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprx2yovtc.png
50:12.103  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfawrqc_o.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfawrqc_o.png
50:12.488  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpivc8z0no.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpivc8z0no.png
50:12.865  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppz5qnc60.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppz5qnc60.png
50:13.252  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9swy65k1.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9swy65k1.png
50:13.639  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7cvjq0gx.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7cvjq0gx.png
50:14.023  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph4twddcj.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph4twddcj.png
50:14.406  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxiypv1cb.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxiypv1cb.png
INFO pipeline.layer_extractor: Saved 17 region layers for Ch30_nonPBR_pose_00
INFO pipeline.renderer: Assigned 18478 faces across 18 regions on mesh 'Ch30'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
50:14.685  render           | Saved: 'output/segmentation/images/Ch30_nonPBR_pose_00_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch30_nonPBR_pose_00_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 18478 faces across 18 regions on mesh 'Ch30'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch30_nonPBR_pose_00.json
INFO pipeline.renderer: Camera setup: azimuth=45°, ortho_scale=1.707, center=(0.12, 1.14), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
50:14.917  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpcw7ink7b.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpcw7ink7b.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch30_nonPBR_pose_00_three_quarter.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (19 visible, 0 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 18 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 18 region layers for Ch30_nonPBR_pose_00_three_quarter
50:15.481  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvp8yjuac.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvp8yjuac.png
50:15.948  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp657_w2a9.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp657_w2a9.png
50:16.446  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9utsrr75.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9utsrr75.png
50:17.009  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpzvkpdh61.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpzvkpdh61.png
50:17.524  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2ou6po91.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2ou6po91.png
50:18.007  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqp1qqwok.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqp1qqwok.png
50:18.484  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbvu6n5ll.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbvu6n5ll.png
50:19.015  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprzgru0g1.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprzgru0g1.png
50:19.489  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkvwflb7r.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkvwflb7r.png
50:19.941  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_5aq385z.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_5aq385z.png
50:20.546  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpz8klb483.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpz8klb483.png
50:21.025  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5ji9k8ic.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5ji9k8ic.png
50:21.488  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpevisa6wr.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpevisa6wr.png
50:21.957  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgqamy4at.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgqamy4at.png
50:22.450  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe9q04y1l.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe9q04y1l.png
50:22.946  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpl7tu9xes.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpl7tu9xes.png
50:23.426  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpntatsfaj.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpntatsfaj.png
50:23.962  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp53l3akma.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp53l3akma.png
INFO pipeline.layer_extractor: Saved 18 region layers for Ch30_nonPBR_pose_00_three_quarter
INFO pipeline.renderer: Assigned 18478 faces across 18 regions on mesh 'Ch30'
